state_code,county_code,site_number,parameter_code,poc,parameter_name,open_date,close_date,concurred_exclusions,dominant_source,measurement_scale,measurement_scale_def,monitoring_objective,last_method_code,last_method_description,last_method_begin_date,naaqs_primary_monitor,qa_primary_monitor,monitor_type,networks,monitoring_agency_code,monitoring_agency,si_id,latitude,longitude,datum,lat_lon_accuracy,elevation,probe_height,pl_probe_location,local_site_name,address,state_name,county_name,city_name,cbsa_code,cbsa_name,csa_code,csa_name,tribal_code,tribe_name
18,089,0037,14129,1,Lead (TSP) LC,2018-07-31,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,107,Hi-Vol - Flameless Atomic absorption (GFAA); 3M HNO3 Boil 30 min,2018-07-31,Y,Y,SLAMS,,0520,Indiana Depart Of Environ Management/Office Of Air Quality,104327,41.674278,-87.494981,NAD83,5.0,145.7,2.4,GROUND LEVEL SUPPORT,Hammond- E. Lakeview St.,1350 E. Lakeview St./ Hammond- E. Lakeview St.,Indiana,Lake,Hammond,16980,"Chicago-Naperville-Elgin, IL-IN-WI",176,"Chicago-Naperville, IL-IN-WI",,
18,089,0037,14129,2,Lead (TSP) LC,2018-08-03,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,107,Hi-Vol - Flameless Atomic absorption (GFAA); 3M HNO3 Boil 30 min,2018-08-03,,,SLAMS,,0520,Indiana Depart Of Environ Management/Office Of Air Quality,104327,41.674278,-87.494981,NAD83,5.0,145.7,2.4,GROUND LEVEL SUPPORT,Hammond- E. Lakeview St.,1350 E. Lakeview St./ Hammond- E. Lakeview St.,Indiana,Lake,Hammond,16980,"Chicago-Naperville-Elgin, IL-IN-WI",176,"Chicago-Naperville, IL-IN-WI",,
19,155,0011,14129,1,Lead (TSP) LC,2009-11-01,,,AREA,MIDDLE SCALE,100 M TO 500 M,POPULATION EXPOSURE; SOURCE ORIENTED,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2018-01-01,Y,Y,SLAMS,,1080,University Hygenic Laboratory (University of Iowa),95445,41.25425,-95.887249,WGS84,5.0,298.0,3.0,GROUND LEVEL SUPPORT,,"8th Avenue and 27th Street Council Bluffs, IA",Iowa,Pottawattamie,Council Bluffs,36540,"Omaha-Council Bluffs, NE-IA",420,"Omaha-Council Bluffs-Fremont, NE-IA",,
19,155,0011,14129,2,Lead (TSP) LC,2009-11-01,,,AREA,URBAN SCALE,4 KM TO 50 KM,POPULATION EXPOSURE; SOURCE ORIENTED,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2018-01-01,,,SLAMS,,1080,University Hygenic Laboratory (University of Iowa),95445,41.25425,-95.887249,WGS84,5.0,298.0,3.0,GROUND LEVEL SUPPORT,,"8th Avenue and 27th Street Council Bluffs, IA",Iowa,Pottawattamie,Council Bluffs,36540,"Omaha-Council Bluffs, NE-IA",420,"Omaha-Council Bluffs-Fremont, NE-IA",,
20,169,0004,14129,2,Lead (TSP) LC,2013-06-01,,,POINT,MICROSCALE,0 M TO 100 M,SOURCE ORIENTED,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2013-06-01,,,SLAMS,,0563,Kansas Department Of Health And Environment,95490,38.776473,-97.606494,NAD83,10.0,380.0,2.0,,Salina lead,304 E Ave B,Kansas,Saline,Not in a City,41460,"Salina, KS",,,,
20,169,0004,14129,1,Lead (TSP) LC,2010-02-01,,,POINT,MICROSCALE,0 M TO 100 M,SOURCE ORIENTED,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2010-02-01,Y,Y,SLAMS,,0563,Kansas Department Of Health And Environment,95490,38.776473,-97.606494,NAD83,10.0,380.0,2.0,,Salina lead,304 E Ave B,Kansas,Saline,Not in a City,41460,"Salina, KS",,,,
21,151,0005,14129,1,Lead (TSP) LC,2012-03-10,,,POINT,MICROSCALE,0 M TO 100 M,SOURCE ORIENTED,193,Hi-Vol - ICP-MS,2015-09-10,Y,Y,SLAMS,,0584,Kentucky Division For Air Quality,96707,37.736349,-84.291774,WGS84,5.0,290.0,2.25,GROUND LEVEL SUPPORT,EASTERN KENTUCKY UNIVERSITY (EKU),VAN HOOSE DRIVE,Kentucky,Madison,Richmond,40080,"Richmond-Berea, KY",336,"Lexington-Fayette--Richmond--Frankfort, KY",,
21,151,0005,14129,2,Lead (TSP) LC,2016-07-11,,,POINT,MICROSCALE,0 M TO 100 M,SOURCE ORIENTED,193,Hi-Vol - ICP-MS,2016-07-11,,,SLAMS,,0584,Kentucky Division For Air Quality,96707,37.736349,-84.291774,WGS84,5.0,290.0,2.25,GROUND LEVEL SUPPORT,EASTERN KENTUCKY UNIVERSITY (EKU),VAN HOOSE DRIVE,Kentucky,Madison,Richmond,40080,"Richmond-Berea, KY",336,"Lexington-Fayette--Richmond--Frankfort, KY",,
22,095,0003,14129,1,Lead (TSP) LC,2010-03-15,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,196,HI-VOL - HEATED ULTRASONIC HNO3/HCL EXTRACTION WITH ICP-AES,2010-03-15,Y,Y,SLAMS,,1001,State Of Louisiana,6254,30.040961,-90.466783,NAD83,5.0,2.0,,GROUND LEVEL SUPPORT,LaPlace,115 Garden Grove,Louisiana,St. John the Baptist,Laplace (La Place),35380,"New Orleans-Metairie, LA",406,"New Orleans-Metairie-Hammond, LA-MS",,
22,095,0003,14129,2,Lead (TSP) LC,2010-03-15,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,196,HI-VOL - HEATED ULTRASONIC HNO3/HCL EXTRACTION WITH ICP-AES,2010-03-15,,,SLAMS,,1001,State Of Louisiana,6254,30.040961,-90.466783,NAD83,5.0,2.0,,GROUND LEVEL SUPPORT,LaPlace,115 Garden Grove,Louisiana,St. John the Baptist,Laplace (La Place),35380,"New Orleans-Metairie, LA",406,"New Orleans-Metairie-Hammond, LA-MS",,
22,033,0014,14129,1,Lead (TSP) LC,2010-03-27,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,196,HI-VOL - HEATED ULTRASONIC HNO3/HCL EXTRACTION WITH ICP-AES,2010-03-27,Y,,SLAMS,,1001,State Of Louisiana,96674,30.593966,-91.251946,NAD83,5.0,23.0,,GROUND LEVEL SUPPORT,Baker LSP,1400 West Irene Rd,Louisiana,East Baton Rouge,Not in a City,12940,"Baton Rouge, LA",,,,
26,163,0033,14129,1,Lead (TSP) LC,2010-01-02,,,,NEIGHBORHOOD,500 M TO 4KM,HIGHEST CONCENTRATION,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2010-01-02,Y,Y,SLAMS,NATTS,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",7854,42.306674,-83.148754,WGS84,0.0,0.0,5.0,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,2842 WYOMING (DEARBORN),Michigan,Wayne,Dearborn,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,163,0097,14129,1,Lead (TSP) LC,2016-09-03,,,,MIDDLE SCALE,100 M TO 500 M,WELFARE RELATED IMPACTS,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2016-09-03,Y,,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",102681,42.261669,-83.157893,NAD83,0.1,0.1,,,NMH48217 NEW MT HERMAN CHURCH,3225 S DEACON ST (NMH48217),Michigan,Wayne,Detroit,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,163,0005,14129,1,Lead (TSP) LC,2018-01-01,,,,NEIGHBORHOOD,500 M TO 4KM,GENERAL/BACKGROUND,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2018-01-01,Y,,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",7833,42.267231,-83.132086,WGS84,0.0,177.0,,,River Rouge,315 GENESEE (RIVER ROUGE),Michigan,Wayne,River Rouge,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,163,0027,14129,1,Lead (TSP) LC,2018-01-01,,,,NEIGHBORHOOD,500 M TO 4KM,GENERAL/BACKGROUND,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2018-01-01,Y,,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",7849,42.292231,-83.106807,WGS84,0.0,178.0,,,Yellow Freight,7701 W. JEFFERSON (YELLOW FREIGHT),Michigan,Wayne,Detroit,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,163,0001,14129,1,Lead (TSP) LC,2010-01-02,2019-12-31,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2010-01-02,,,,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",7829,42.22862,-83.2082,WGS84,0.0,181.0,,,Allen Park,14700 GODDARD (ALLEN PARK),Michigan,Wayne,Allen Park,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,163,0033,14129,2,Lead (TSP) LC,2010-01-02,,,,NEIGHBORHOOD,500 M TO 4KM,HIGHEST CONCENTRATION,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2010-01-02,,,SLAMS,NATTS,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",7854,42.306674,-83.148754,WGS84,0.0,0.0,5.0,,PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,2842 WYOMING (DEARBORN),Michigan,Wayne,Dearborn,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,163,0015,14129,1,Lead (TSP) LC,2018-01-01,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2018-01-01,Y,,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",7838,42.302786,-83.10653,WGS84,0.0,180.0,4.0,,Southwestern H.S.,150 WATERMAN (DET-SW-GHIB),Michigan,Wayne,Detroit,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,163,0098,14129,1,Lead (TSP) LC,2018-08-06,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2018-08-06,Y,,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",104312,42.312158,-83.091943,NAD83,0.5,0.5,,,DP4th - Detroit Police 4th Precinct (GHIB),4700 W FORT ST (DP4TH - GHIB),Michigan,Wayne,Detroit,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,147,0031,14129,2,Lead (TSP) LC,2018-08-06,,,,MICROSCALE,0 M TO 100 M,SOURCE ORIENTED,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2018-08-06,,,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",97051,42.982093,-82.45008,WGS84,0.01,0.01,,,PORT HURON-RURAL,324 RURAL ST (PORT HURON - RURAL),Michigan,St. Clair,Port Huron,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,067,0003,14129,1,Lead (TSP) LC,2010-01-02,,,,MICROSCALE,0 M TO 100 M,SOURCE ORIENTED,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2010-01-02,Y,,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",95673,43.099943,-85.222266,WGS84,0.01,0.0,,,,509 MERRICK ST (BELDING),Michigan,Ionia,Belding,26960,"Ionia, MI",266,"Grand Rapids-Wyoming-Muskegon, MI",,
26,163,0100,14129,1,Lead (TSP) LC,2018-11-01,,,MOBILE,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2018-11-01,Y,Y,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",104397,42.312078,-83.103469,NAD83,0.5,0.5,,,Military Park (GHIB),1238 MILITARY ST (MILITARY PARK - GHIB),Michigan,Wayne,Detroit,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,081,0020,14129,1,Lead (TSP) LC,2010-01-02,2019-12-31,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2010-01-02,,,,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",7504,42.984173,-85.671339,WGS84,0.0,186.0,,,GR-MONROE,1179 MONROE  (GR-MONROE),Michigan,Kent,Grand Rapids,24340,"Grand Rapids-Wyoming, MI",266,"Grand Rapids-Wyoming-Muskegon, MI",,
26,147,0031,14129,1,Lead (TSP) LC,2012-11-05,,,,MICROSCALE,0 M TO 100 M,SOURCE ORIENTED,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2012-11-05,Y,Y,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",97051,42.982093,-82.45008,WGS84,0.01,0.01,,,PORT HURON-RURAL,324 RURAL ST (PORT HURON - RURAL),Michigan,St. Clair,Port Huron,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
26,163,0099,14129,1,Lead (TSP) LC,2018-10-23,,,MOBILE,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,189,Hi-Vol - ICP-MS  Extracted on a hot plate with 3M HNO3 according to refrn methd.  SW-846 Meth 6020A,2018-10-23,Y,,SLAMS,,0685,"Michigan Dept Of Environment, Great Lakes, and Energy-Air Quality Division",104396,42.295824,-83.129431,NAD83,0.5,0.5,,,TRINITY ST MARKS - Gordy Howe International Bridge (GHIB),9191 W FORT ST (TRINITY - GHIB),Michigan,Wayne,Detroit,19820,"Detroit-Warren-Dearborn, MI",220,"Detroit-Warren-Ann Arbor, MI",,
27,163,0446,14129,1,Lead (TSP) LC,2011-01-01,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",93668,45.02798,-92.77415,WGS84,1.52,230.0,,,Point Road,22 POINT RD,Minnesota,Washington,Bayport,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,137,7555,14129,1,Lead (TSP) LC,2011-06-08,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-12-11,Y,Y,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",8324,46.72938,-92.15998,WGS84,1.52,194.0,,,Waseca Road,Industrial Rd.,Minnesota,Saint Louis,Duluth,20260,"Duluth, MN-WI",,,,
27,053,1909,14129,1,Lead (TSP) LC,2017-01-01,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",103311,45.013611,-93.272049,NAD83,1.0,253.0,16.0,TOP OF BUILDING,Bottineau / Marshall Terrace,2522 Marshall St. NE,Minnesota,Hennepin,Minneapolis,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,037,0020,14129,1,Lead (TSP) LC,2011-06-08,,,POINT,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,Y,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",7939,44.76323,-93.03255,WGS84,0.0,288.0,3.66,TOP OF BUILDING,Flint Hills Refinery 420,12821 PINE BEND TRAIL,Minnesota,Dakota,Rosemount,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,053,0966,14129,1,Lead (TSP) LC,2011-06-08,,,AREA,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",91238,44.97944,-93.26613,NAD83,0.05,300.0,,TOP OF BUILDING,City of Lakes Building,309 2nd Ave. S.,Minnesota,Hennepin,Minneapolis,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,137,7001,14129,1,Lead (TSP) LC,2011-06-08,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,196,HI-VOL - HEATED ULTRASONIC HNO3/HCL EXTRACTION WITH ICP-AES,2013-01-04,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",8318,47.523355,-92.536305,NAD83,0.0,455.0,,,Virginia City Hall,327 First St. S.,Minnesota,Saint Louis,Virginia,20260,"Duluth, MN-WI",,,,
27,053,1007,14129,1,Lead (TSP) LC,2011-06-08,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",8040,45.03972,-93.29874,WGS84,263.0,263.0,4.0,,Humboldt Avenue,4646 North Humboldt,Minnesota,Hennepin,Minneapolis,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,037,0465,14129,1,Lead (TSP) LC,2010-01-01,,,POINT,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-23,Y,Y,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",92679,44.83431,-93.11622,WGS84,1.52,281.0,,GROUND LEVEL SUPPORT,Gopher Resources,149 & Yankee Doodle Rd.,Minnesota,Dakota,Eagan,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,163,0438,14129,1,Lead (TSP) LC,2011-01-01,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",8396,44.85711,-93.00352,WGS84,1.52,230.0,,GROUND LEVEL SUPPORT,Saint Paul Park Refinery 438,4th Ave & 2nd St,Minnesota,Washington,Newport,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,137,7549,14129,1,Lead (TSP) LC,2015-07-01,,,POINT,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,196,HI-VOL - HEATED ULTRASONIC HNO3/HCL EXTRACTION WITH ICP-AES,2015-07-01,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",8321,46.77107,-92.11732,WGS84,1.52,204.0,11.0,TOP OF BUILDING,Michigan Street,1532 W. Michigan St.,Minnesota,Saint Louis,Duluth,20260,"Duluth, MN-WI",,,,
27,037,0020,14129,2,Lead (TSP) LC,2016-07-01,,,POINT,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",7939,44.76323,-93.03255,WGS84,0.0,288.0,3.66,TOP OF BUILDING,Flint Hills Refinery 420,12821 PINE BEND TRAIL,Minnesota,Dakota,Rosemount,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,123,0871,14129,1,Lead (TSP) LC,2011-06-08,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",8242,44.95939,-93.03587,WGS84,1.52,296.0,8.0,TOP OF BUILDING,Harding High School,1540 EAST 6TH STREET,Minnesota,Ramsey,St. Paul,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,137,7555,14129,2,Lead (TSP) LC,2011-06-08,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-12-17,,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",8324,46.72938,-92.15998,WGS84,1.52,194.0,,,Waseca Road,Industrial Rd.,Minnesota,Saint Louis,Duluth,20260,"Duluth, MN-WI",,,,
27,003,1002,14129,1,Lead (TSP) LC,2012-01-01,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,PROPOSED NCORE,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",7889,45.13768,-93.207615,WGS84,0.0,280.0,2.13,GROUND LEVEL SUPPORT,Anoka County Airport,9399 Lima St,Minnesota,Anoka,Blaine,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,053,0909,14129,1,Lead (TSP) LC,2014-10-01,,,POINT,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-12-21,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",96947,45.012102,-93.276699,NAD83,5.0,248.4,,TOP OF BUILDING,Lowry Avenue,3104 Pacific Street,Minnesota,Hennepin,Minneapolis,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,037,0423,14129,1,Lead (TSP) LC,2017-01-01,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",7945,44.77553,-93.06299,WGS84,0.0,272.0,1.22,GROUND LEVEL SUPPORT,Flint Hills Refinery 423,2142 120TH STREET EAST,Minnesota,Dakota,Inver Grove Heights (RR name Inver Grove),33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,037,0465,14129,2,Lead (TSP) LC,2010-01-01,,,POINT,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-23,,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",92679,44.83431,-93.11622,WGS84,1.52,281.0,,GROUND LEVEL SUPPORT,Gopher Resources,149 & Yankee Doodle Rd.,Minnesota,Dakota,Eagan,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,037,0470,14129,1,Lead (TSP) LC,2011-06-08,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",7956,44.73846,-93.23725,WGS84,1.52,306.0,,TOP OF BUILDING,Apple Valley,225 GARDEN VIEW DRIVE,Minnesota,Dakota,Apple Valley,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,053,0963,14129,1,Lead (TSP) LC,2011-06-08,,,,NEIGHBORHOOD,500 M TO 4KM,POPULATION EXPOSURE,196,HI-VOL - HEATED ULTRASONIC HNO3/HCL EXTRACTION WITH ICP-AES,2012-05-15,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",8032,44.95366,-93.25821,WGS84,1.52,267.0,,,Andersen School,2727 10th Ave. S.,Minnesota,Hennepin,Minneapolis,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,053,0910,14129,1,Lead (TSP) LC,2015-06-01,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-12-01,Y,,SLAMS,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",99148,45.008297,-93.277041,NAD83,1.0,249.0,2.0,GROUND LEVEL SUPPORT,Pacific Street,2710 North Pacific Street,Minnesota,Hennepin,Minneapolis,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,053,0962,14129,1,Lead (TSP) LC,2013-10-01,,,MOBILE,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-11-21,Y,,SLAMS,NEAR ROAD,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",96888,44.965242,-93.254759,NAD83,5.0,259.0,,,Near Road I-35/I-94,1444 E 18th St,Minnesota,Hennepin,Minneapolis,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
27,123,6030,14129,1,Lead (TSP) LC,2019-09-12,,,,MIDDLE SCALE,100 M TO 500 M,SOURCE ORIENTED,192,Hi-Vol - Inductively Coupled Plasma-Mass Spectrometry Acid filter extract with hot nitric acid,2019-12-20,Y,,SPM,,0700,"Minnesota Pollution Control Agency, Division Of Air Quality",104659,45.075542,-93.033778,NAD83,1.59,285.0,2.0,,White Bear Township NW,1584 Whitaker St.,Minnesota,Ramsey,Not in a City,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",,
